time,id,from,at,to,open,close,low,high,volume
2025-10-06 22:24:00,2964223,1759789440,1759789500000000000,1759789500,1.171385,1.171365,1.17128,1.171435,234
2025-10-06 22:25:00,2964224,1759789500,1759789560000000000,1759789560,1.171365,1.17141,1.17136,1.171435,61
2025-10-06 22:26:00,2964225,1759789560,1759789620000000000,1759789620,1.171415,1.17141,1.171405,1.171465,134
2025-10-06 22:27:00,2964226,1759789620,1759789680000000000,1759789680,1.171405,1.17139,1.171365,1.171405,91
2025-10-06 22:28:00,2964227,1759789680,1759789740000000000,1759789740,1.1714,1.171265,1.17122,1.1714,177
2025-10-06 22:29:00,2964228,1759789740,1759789800000000000,1759789800,1.171265,1.1713,1.171265,1.17131,53
2025-10-06 22:30:00,2964229,1759789800,1759789860000000000,1759789860,1.1713,1.17128,1.171235,1.17131,85
2025-10-06 22:31:00,2964230,1759789860,1759789920000000000,1759789920,1.17128,1.171165,1.17109,1.171285,99
2025-10-06 22:32:00,2964231,1759789920,1759789980000000000,1759789980,1.171175,1.171275,1.171175,1.17132,76
2025-10-06 22:33:00,2964232,1759789980,1759790040000000000,1759790040,1.171275,1.171275,1.171275,1.171275,2
2025-10-06 22:34:00,2964233,1759790040,1759790100000000000,1759790100,1.171275,1.171075,1.17097,1.171275,157
2025-10-06 22:35:00,2964234,1759790100,1759790160000000000,1759790160,1.171065,1.17109,1.170995,1.171105,157
2025-10-06 22:36:00,2964235,1759790160,1759790220000000000,1759790220,1.17109,1.171065,1.171065,1.1711,34
2025-10-06 22:37:00,2964236,1759790220,1759790280000000000,1759790280,1.17107,1.17101,1.17101,1.171075,36
2025-10-06 22:38:00,2964237,1759790280,1759790340000000000,1759790340,1.17101,1.171045,1.17099,1.171045,50
2025-10-06 22:39:00,2964238,1759790340,1759790400000000000,1759790400,1.171045,1.171015,1.17101,1.171075,45
2025-10-06 22:40:00,2964239,1759790400,1759790460000000000,1759790460,1.171005,1.170875,1.170865,1.171005,77
2025-10-06 22:41:00,2964240,1759790460,1759790520000000000,1759790520,1.170875,1.170915,1.170875,1.170935,59
2025-10-06 22:42:00,2964241,1759790520,1759790580000000000,1759790580,1.17091,1.170885,1.170885,1.170935,51
2025-10-06 22:43:00,2964242,1759790580,1759790640000000000,1759790640,1.17089,1.170915,1.17089,1.17092,34
2025-10-06 22:44:00,2964243,1759790640,1759790700000000000,1759790700,1.17093,1.170955,1.170915,1.170965,51
2025-10-06 22:45:00,2964244,1759790700,1759790760000000000,1759790760,1.170955,1.170875,1.17087,1.17099,134
2025-10-06 22:46:00,2964245,1759790760,1759790820000000000,1759790820,1.17088,1.1709,1.17087,1.170905,106
2025-10-06 22:47:00,2964246,1759790820,1759790880000000000,1759790880,1.170905,1.17092,1.17089,1.17094,178
2025-10-06 22:48:00,2964247,1759790880,1759790940000000000,1759790940,1.170925,1.170965,1.170915,1.170965,43
2025-10-06 22:49:00,2964248,1759790940,1759791000000000000,1759791000,1.170965,1.171015,1.17095,1.171015,38
2025-10-06 22:50:00,2964249,1759791000,1759791060000000000,1759791060,1.17102,1.170975,1.17097,1.171025,53
2025-10-06 22:51:00,2964250,1759791060,1759791120000000000,1759791120,1.170975,1.171015,1.17097,1.171015,23
2025-10-06 22:52:00,2964251,1759791120,1759791180000000000,1759791180,1.171005,1.17103,1.171,1.17104,28
2025-10-06 22:53:00,2964252,1759791180,1759791240000000000,1759791240,1.17103,1.171045,1.171015,1.171045,24
2025-10-06 22:54:00,2964253,1759791240,1759791300000000000,1759791300,1.171045,1.171025,1.17102,1.171045,37
2025-10-06 22:55:00,2964254,1759791300,1759791360000000000,1759791360,1.171025,1.171095,1.17102,1.17111,81
2025-10-06 22:56:00,2964255,1759791360,1759791420000000000,1759791420,1.171095,1.171065,1.171055,1.171105,53
2025-10-06 22:57:00,2964256,1759791420,1759791480000000000,1759791480,1.17107,1.17109,1.171065,1.171105,71
2025-10-06 22:58:00,2964257,1759791480,1759791540000000000,1759791540,1.171085,1.170995,1.17097,1.171085,88
2025-10-06 22:59:00,2964258,1759791540,1759791600000000000,1759791600,1.170995,1.17098,1.17097,1.171005,48
2025-10-06 23:00:00,2964259,1759791600,1759791660000000000,1759791660,1.170985,1.171025,1.170985,1.171075,92
2025-10-06 23:01:00,2964260,1759791660,1759791720000000000,1759791720,1.17103,1.17103,1.170995,1.17104,82
2025-10-06 23:02:00,2964261,1759791720,1759791780000000000,1759791780,1.17103,1.17101,1.17101,1.171055,18
2025-10-06 23:03:00,2964262,1759791780,1759791840000000000,1759791840,1.171015,1.171035,1.170955,1.17104,54
2025-10-06 23:04:00,2964263,1759791840,1759791900000000000,1759791900,1.17104,1.171065,1.171025,1.171065,30
